
 ,time,x,y,z
, 32.821, -0.62, 0.07, -0.66
, 32.826, -0.62, 0.07, -0.66
, 32.884, -0.62, 0.07, -0.66
, 32.948, -0.62, 0.07, -0.66
, 33.012, -0.62, 0.07, -0.66
, 33.019, -0.62, 0.07, -0.66
, 33.081, -0.62, 0.07, -0.66
, 33.147, -0.62, 0.07, -0.66
, 33.203, -0.61, 0.07, -0.66
, 33.222, -0.62, 0.07, -0.66
, 33.266, -0.62, 0.07, -0.66
, 33.332, -0.62, 0.07, -0.66
, 33.398, -0.62, 0.07, -0.66
, 33.424, -0.62, 0.07, -0.66
, 33.457, -0.62, 0.07, -0.66
, 33.525, -0.62, 0.07, -0.66
, 33.585, -0.61, 0.07, -0.66
, 33.623, -0.62, 0.07, -0.66
, 33.650, -0.62, 0.07, -0.66
, 33.713, -0.62, 0.07, -0.66
, 33.777, -0.62, 0.07, -0.66
, 33.825, -0.62, 0.07, -0.66
, 33.838, -0.62, 0.07, -0.66
, 33.903, -0.62, 0.07, -0.66
, 33.968, -0.62, 0.07, -0.66
, 34.032, -0.62, 0.07, -0.66
, 34.036, -0.62, 0.07, -0.66
, 34.093, -0.62, 0.07, -0.66
, 34.155, -0.62, 0.07, -0.66
, 34.220, -0.62, 0.07, -0.66
, 34.227, -0.62, 0.07, -0.66
, 34.286, -0.62, 0.07, -0.66
, 34.348, -0.62, 0.07, -0.66
, 34.409, -0.62, 0.07, -0.66
, 34.432, -0.62, 0.07, -0.66
, 34.480, -0.62, 0.07, -0.66
, 34.537, -0.62, 0.07, -0.66
, 34.602, -0.62, 0.07, -0.66
, 34.633, -0.62, 0.07, -0.66
, 34.664, -0.62, 0.07, -0.66
, 34.729, -0.62, 0.07, -0.66
, 34.792, -0.62, 0.07, -0.66
, 34.833, -0.62, 0.07, -0.66
, 34.856, -0.62, 0.07, -0.66
, 34.920, -0.62, 0.07, -0.66
, 34.981, -0.62, 0.07, -0.66
, 35.034, -0.62, 0.07, -0.66
, 35.046, -0.62, 0.07, -0.66
, 35.110, -0.62, 0.07, -0.66
, 35.173, -0.62, 0.07, -0.66
, 35.240, -0.62, 0.07, -0.66
, 35.244, -0.62, 0.07, -0.66
, 35.301, -0.62, 0.07, -0.66
, 35.363, -0.62, 0.07, -0.66
, 35.430, -0.62, 0.07, -0.66
, 35.435, -0.62, 0.07, -0.66
, 35.490, -0.62, 0.07, -0.66
, 35.558, -0.62, 0.07, -0.66
, 35.620, -0.61, 0.07, -0.66
, 35.644, -0.62, 0.07, -0.66
, 35.681, -0.62, 0.07, -0.66
, 35.747, -0.62, 0.07, -0.66
, 35.808, -0.62, 0.07, -0.66
, 35.845, -0.62, 0.07, -0.66
, 35.873, -0.62, 0.07, -0.66
, 35.936, -0.62, 0.07, -0.66
, 36.007, -0.62, 0.07, -0.66
, 36.040, -0.62, 0.07, -0.66
, 36.062, -0.62, 0.07, -0.66
, 36.126, -0.62, 0.07, -0.66
, 36.191, -0.62, 0.07, -0.66
, 36.242, -0.62, 0.07, -0.66
, 36.258, -0.61, 0.07, -0.66
, 36.318, -0.62, 0.07, -0.66
