
 ,time,x,y,z
, 32.449, 2.81, 1.90, 6.98
, 32.460, 7.08, 4.24, 6.00
, 32.502, 4.19, 2.36, 7.11
, 32.569, 4.14, 0.42, 7.63
, 32.636, 2.60, 2.85, 3.41
, 32.693, 3.07, 2.16, 7.91
, 32.750, 4.61, 2.17, 3.82
, 32.831, 9.14, 2.97, 9.47
, 32.952, 5.52, 2.82, 6.18
, 32.957, 8.07, 2.88, 7.19
, 33.008, 2.83, -0.81, 6.92
, 33.093, 5.16, 0.44, 6.03
, 33.132, 0.95, 0.92, 6.38
, 33.222, 7.82, 3.36, 6.55
, 33.268, 5.50, 2.87, 10.33
, 33.371, 8.56, 2.58, 4.88
, 33.386, 5.04, 4.29, 7.51
, 33.455, 3.64, -1.44, 10.42
, 33.513, 8.31, -0.40, 1.23
, 33.578, 2.93, 2.41, 12.64
, 33.640, 10.92, 3.80, 4.94
, 33.761, 7.12, -2.02, 8.94
, 33.771, 6.86, 5.16, 11.68
, 33.832, 7.80, -0.71, 5.53
, 33.939, 8.28, 2.32, 9.72
, 33.964, 8.69, 2.51, 8.91
, 34.046, 8.42, -2.42, 6.69
, 34.136, 6.20, -2.23, 2.68
, 34.152, 3.34, 1.96, 11.00
, 34.213, 9.01, 0.28, 8.56
, 34.277, 7.56, -3.04, 4.51
, 34.341, 6.64, 1.64, 6.88
, 34.428, 5.71, -2.64, 7.22
, 34.473, 5.41, -5.83, 5.45
, 34.545, 2.11, -3.46, 3.31
, 34.647, 4.77, 1.36, 7.85
, 34.661, 2.97, -1.02, 2.95
, 34.734, 3.26, -1.21, 5.80
, 34.786, 4.09, -3.18, 4.20
, 34.850, -1.46, -9.18, 7.98
, 34.914, -2.46, -6.11, 1.52
, 34.981, -6.50, -3.12, 5.64
, 35.047, 4.32, 2.69, -4.63
, 35.168, -2.49, -2.50, 10.02
, 35.170, 2.40, -1.90, 0.73
, 35.241, -2.34, -2.81, 2.90
, 35.309, -1.84, -0.60, 8.41
, 35.358, -4.18, -1.03, 2.33
, 35.422, -3.85, -2.92, 3.92
, 35.485, -2.77, -1.34, 2.51
, 35.549, 0.72, 1.32, 2.57
, 35.611, -3.34, -1.08, 4.14
, 35.676, -6.94, -1.93, 2.55
, 35.738, -6.87, -1.31, 3.53
, 35.814, -5.36, -0.13, 3.75
, 35.865, -4.33, 4.19, 6.07
